caseidx,d0,d1a,d1b,d1c,d2,d3,d4,d5,d6,d7,d8,d9,d10,b1a,b1aa,b1b,b2a,b2b,b3a,b3b,b4a,b4b,b5a,b5b,b6a,b6b,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,ga,gb1,gb2,gb3,gb4,gb5,gb6,gb7,gb8,gb9a,gb9b,cr1,cr2,ct1,ct1a,ct1b,ct2,ct2a,ct2b,c1,c2,e1,e2,e3,e4,e5,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,g1,g2,callern,caller_id,supern,team_no,dateinterviewstart,dateinterviewend,interview_start_time,interview_end_time,caller_phone_number,name_of_respondent,phone_number_of_respondent,treatment_status,interviewn_result,number_of_calls
58803,553443877,RECODE,ASOFAA,1,Male,Akan,Yes,45,JSS/JHS,7,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,30,Agree,50,Agree,50,Agree,70,Agree,70,Spouse,36,0,No,No,No,No,No,No,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,10,12,,0,0,100,40,0,0,0,0,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,107,,10,4102020,6102020,175326,185102,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),4
56806,243561301,RECODE,ASOFAA,1,Male,Mole-Dagbani,Yes,46,Other (specify),9,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,100,Agree,90,Agree,90,Agree,90,Agree,100,Spouse,48,300,No,No,No,No,No,No,Yes,Yes,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,10,10,,0,0,380,0,0,0,0,0,0,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,107,,10,4102020,6102020,155953,184459,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),6
13707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PII,104,,10,6102020,6102020,135824,135957,.p,PII,PII,2,Refused,6
35505,245418068,RECODE,ASOFAA,1,Male,Ewe,Yes,63,Other (specify),8,No,Neither(I do Nothing),< 500,Yes,I trust completely,I completely believe,Agree,90,Agree,90,Agree,90,Agree,90,Agree,90,Spouse,0,0,Yes,No,Yes,Yes,No,No,No,No,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,,35,10,,0,0,130,0,0,10,15,0,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,104,,10,6102020,6102020,154823,160042,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PII,104,,10,6102020,8102020,135712,162303,.p,PII,PII,0,Refused,7
37112,243571905,RECODE,ASOFAA,1,Male,Mole-Dagbani,Yes,40,Primary,7,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,90,Agree,90,Agree,90,Agree,90,Agree,90,Spouse,60,100,No,No,No,No,No,Yes,No,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,,40,100,,0,0,300,50,180,200,80,75,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,104,,10,6102020,6102020,154625,162634,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
33506,547335496,RECODE,ASOFAA,1,Female,Ewe,Yes,49,Other (specify),4,No,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Myself,6,80,Yes,No,No,Yes,No,Yes,No,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,28,3,,0,0,110,30,0,0,0,0,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,104,,10,6102020,6102020,142945,144730,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
33905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6102020,,153706,,,PII,PII,2,"Call go through, No reply",5
6608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6102020,,135604,,,PII,PII,1,"Call go through, No reply",7
34701,246441791,RECODE,ASOFAA,1,Male,Ewe,Yes,50,Primary,4,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,70,Agree,70,Agree,70,Agree,70,Agree,70,Spouse,0,0,No,No,No,No,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,40,15,,0,0,300,50,0,5,0,20,0,None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,104,,10,6102020,7102020,154100,152536,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),4
21808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PII,104,,10,6102020,6102020,140033,140216,.p,PII,PII,1,Refused,4
30606,249874895,RECODE,ASOFAA,1,Female,Mole-Dagbani,Yes,46,Primary,10,Yes,Formal sector,< 500,Yes,I moderately trust,I moderately believe,Agree,90,Agree,90,Agree,90,Agree,90,Agree,90,Myself,18,100,No,No,No,No,No,No,No,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,No,No,No,No,,42,5,,0,0,300,80,0,0,0,0,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,104,,10,6102020,8102020,140304,123336,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),7
37813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6102020,,154546,,,PII,PII,1,"Call go through, No reply",4
62706,542718752,RECODE,ASOFAA,1,Male,Akan,Yes,70,JSS/JHS,12,No,Neither(I do Nothing),< 500,Yes,I trust completely,I completely believe,Agree,90,Agree,90,Agree,90,Agree,90,Agree,90,Spouse,0,0,No,No,No,Yes,No,No,No,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,,21,3,,0,0,300,50,0,4,15,70,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,104,,10,6102020,7102020,154224,150757,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
39406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6102020,,154402,,,PII,PII,1,"Call go through, No reply",4
1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6102020,,135237,,,PII,PII,2,"Call go through, No reply",6
31507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6102020,,140416,,,PII,PII,0,"Call go through, No reply",7
34114,541917779,RECODE,ASOFAA,1,Male,Ewe,Yes,50,Other (specify),4,Yes,Informal sector,501 - 1000,Yes,I somewhat trust,I somewhat believe,Agree,50,Agree,50,Agree,50,Agree,50,Agree,50,Spouse,0,0,Yes,No,No,Yes,No,No,No,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,,72,10,,0,0,210,40,50,13,0,50,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,104,,10,6102020,7102020,153926,154803,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),5
3612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PII,104,,10,6102020,6102020,135442,135509,.p,PII,PII,0,Refused,5
33913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6102020,,153830,,,PII,PII,2,"Call go through, No reply",5
39111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6102020,,154506,,,PII,PII,1,"Call go through, No reply",4
33202,245821716,RECODE,ASOFAA,1,Male,Mole-Dagbani,Yes,34,Primary,9,Yes,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Spouse,72,150,No,No,No,No,Yes,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,,70,10,,0,0,300,50,10,110,50,250,0,A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,104,,10,6102020,6102020,140536,142904,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
33613,243464313,RECODE,ASOFAA,1,Male,Ewe,Yes,48,Tertiary - Post graduate Certificate/Diploma,6,Yes,Informal sector,< 500,Yes,I moderately trust,I moderately believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Spouse,0,0,No,No,No,Yes,No,No,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,,70,5,,0,0,250,30,0,0,0,0,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,104,,10,6102020,6102020,144910,153438,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
87712,547170573,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,27,JSS/JHS,5,Yes,Informal sector,< 500,Yes,I moderately trust,I completely believe,Agree,70,Agree,10,Agree,30,Agree,50,Agree,70,Spouse,4,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,,20,5,,1,5,0,0,0,0,0,0,0,Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,6102020,6102020,181320,181722,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),2
87903,549131675,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,42,Nursery,7,Yes,Informal sector,< 500,Yes,I moderately trust,I somewhat believe,Agree,90,Disagree,70,Agree,40,Agree,60,Agree,80,Spouse,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,,5,5,,1,5,0,0,0,0,0,0,0,Some of the time (3-4 times in 7 days),All of the time (7 times in 7 days,A little of the time (1-2 times in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,6102020,6102020,181738,182133,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),2
87915,546582590,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,60,Secondary,8,Yes,Informal sector,< 500,Yes,I somewhat trust,I moderately believe,Agree,60,Agree,50,Agree,50,Agree,90,Agree,90,Spouse,0,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,2,1,,1,1,0,0,0,0,0,0,0,Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),All of the time (7 times in 7 days,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,6102020,6102020,201932,202416,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),1
89803,246180176,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,60,Primary,7,Yes,Informal sector,< 500,Yes,I trust completely,I moderately believe,Agree,20,Agree,60,Agree,90,Agree,100,Agree,50,Spouse,0,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,0,0,,0,0,0,0,0,0,0,0,0,All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,6102020,6102020,203031,203237,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),2
86510,248613411,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,32,JSS/JHS,5,Yes,Informal sector,< 500,Yes,I somewhat trust,I moderately believe,Agree,100,Agree,60,Agree,50,Agree,100,Agree,80,Spouse,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,3,1,,1,1,0,0,0,0,0,0,0,Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,6102020,6102020,180253,180630,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),3
86202,541645822,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,50,Nursery,8,Yes,Informal sector,< 500,Yes,I moderately trust,I somewhat believe,Disagree,50,Disagree,80,Agree,25,Agree,50,Agree,40,Spouse,0,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,0,0,,0,0,0,0,0,0,0,0,0,All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,6102020,6102020,175522,175839,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),4
88505,249023048,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,52,JSS/JHS,5,Yes,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,90,Spouse,6,100,No,No,No,No,No,Yes,Yes,Yes,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,10,5,,0,0,0,0,0,0,0,0,0,Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),All of the time (7 times in 7 days,A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,6102020,6102020,202737,203024,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),4
90509,544058584,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,50,JSS/JHS,5,Yes,Informal sector,< 500,Yes,I moderately trust,I completely believe,Agree,60,Agree,90,Agree,100,Agree,90,Agree,80,Spouse,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,,5,2,,1,2,0,0,0,0,0,0,0,A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,6102020,6102020,182300,182652,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),2
85509,240433558,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,35,JSS/JHS,5,Yes,Informal sector,< 500,Yes,I somewhat trust,I moderately believe,Agree,30,Agree,50,Agree,100,Agree,100,Agree,50,Spouse,5,60,No,No,No,No,No,Yes,Yes,Yes,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,,8,3,,0,0,0,0,20,0,0,10,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,6102020,6102020,175112,175511,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),3
87605,541497708,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,40,JSS/JHS,8,Yes,Informal sector,< 500,Yes,I don't trust at all,I don't believe,Disagree,50,Disagree,50,Disagree,20,Agree,60,Agree,40,"Other family members(specify mother, father, siblings, extended relatives)",0,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,0,0,,0,0,0,0,0,0,0,0,0,All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,6102020,6102020,180932,181305,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),2
